fy,nasbo,zip,state,year,quar,stateno,general_revenue,personal_income1000s_annual,pop_annual,beginbal,exprev,year1,election_year,state1,sen_cont_alt,hs_cont_alt,govparty_c,gov_non_maj_pty,veto_override_prop,veto_override_prop_elected,vote_nec_budg,vote_nec_any_tax_inc,leg_cont,split_leg,government_cont,divided_gov,simple_divided_gov,sen_dem_prop_all,sen_rep_prop_all,hs_dem_prop_all,hs_rep_prop_all,sen_dem_veto_proof,sen_rep_veto_proof,hs_dem_veto_proof,hs_rep_veto_proof,dem_veto_proof,rep_veto_proof,veto_proof,divided_gov_veto_proof,dem_unified,veto_proof_leg_oth_gov,true_government_cont_a2,true_divided_gov_a,vote_nec_any_tax_inc_dum,sen_dem_tax_super,sen_rep_tax_super,hs_dem_tax_super,hs_rep_tax_super,dem_tax_super,rep_tax_super,leg_cont_tax_super,divided_leg_tax_super,estimbalance,year2,state2,dpi_change,dpi_pc_change,pop_change,pop_pc_change,taxes,govparty_rep,hserepcontrl,senaterepcontrl,spyear,spstate,sandp,govtotalsxrep,rrr,ddd,rrd,rdr,ddr,drd,rdd,drr,dltasandp,year7,electyr,state7,stateno7,sen_cont_alt2,hs_cont_alt2,gub_election2,govparty_c2,gov_non_maj_pty2,fy8,nasbo8,zip8,state8,estimbalance2,legtotals,legsales,leginctax,legcorpinc,legcigtob,legmotofuel,legalkie,legothers,legfees,govtotals,govsales,govinctax,govcorpinc,govcigtob,govmotofuel,govalkie,govothers,govfees,var118,legtotalspctaxes,legsalespctaxes,leginctaxpctaxes,legcorpincpctaxes,legcigtobpctaxes,legmotofuelpctaxes,legalkiepctaxes,legotherspctaxes,legfeespctaxes,govtotalspctaxes,govsalespctaxes,govinctaxpctaxes,govcorpincpctaxes,govcigtobpctaxes,govmotofuelpctaxes,govalkiepctaxes,govotherspctaxes,govfeespctaxes,stateno9,state_name9,elect_year9,sen_dem_prop,hs_dem_prop,dem_gub_prop_last_elect,govtotalspctaxesrepgov,govname1,dem_comp_score,dem_gov,dem_comp_score2,repgovaverage,state9,var149,year9,biennium,biennium_b,biennium_first_year,biennium_second_year,var155,gub_election,gub_election_regime,govparty_d,rep_gov,demgov_ideol,repgov_ideol,demsen,repsen,demhse,rephse,repunified,demunified,repunifiedideo,demunifiedideo,repgovtotals,repgovsales,repgovinc,repgovcorp,demgovtotals,demgovsales,demgovinc,demgovcrp,dem_gub_prop_last_elect2,rep_gub_prop_last_elect2,dem_gub_prop_last_elect3,rep_gub_prop_last_elect3,zip3,stateshor,yearnasbo,st,alpha,var188,hou_chamber,sen_chamber,hou_dem,hou_rep,hou_majority,sen_dem,sen_rep,sen_majority,var190,var191,average,allstdev,allavg,distance,placeinprimary,absideol,sumofideol,var199,var200,var201,var202,var203,repgovideology,demgovideology,govtotalspctaxesrep,govtotalspctaxesdem
2007,6-Jun,UT,Utah,2006,2.5,44,1.20E+10,8.50E+10,2.60E+06,308,5308,2006,2005,Utah,0,0,0,0,0.666667,1,0.5,0.5,0,0,0,0,0,0.275862,0.724138,0.253333,0.746667,0,1,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,1,-1,0,0,2006,Utah,6.00E+06,8.33,0,0,5.50E+09,1,1,1,2007,Utah,10,-158.9,0,0,0,0,0,0,1,0,0,2007,2006,Utah,44,0,0,0,0,0,2007,6-Jun,UT,Utah,0,-5.10E+07,-4.80E+07,0,0,0,0,0,-2.60E+06,0,-1.60E+08,-1.70E+08,0,0,0,0,0,0,8.10E+06,5.50E+09,-0.924,-0.876,0,0,0,0,0,-0.047,0,-2.909,-3.091,0,0,0,0,0,0,0.147,44,Utah,2005,0.275862,0.253333,0.4173,-2.909,"Huntsman, Jon Jr.",-0.0827,0,0,1,Utah,44,2006,2005,2005,0,1,"Huntsman, Jon Jr.",0,2008,0,1,0,1,0,1,0,1,1,0,1,0,-2.909,-3.091,0,0,0,0,0,0,0.4173,0.5827,0,0.5827,UT,Utah,2006,UT,44,2006,0.732,0.766,-0.748,0.874,0.874,-0.697,0.886,0.886,2006,Utah,1,0,1,,1,1,3,2006,Utah,Utah,2006,"Huntsman, Jon Jr.",1,0,-2.909,0
2008,7-Jun,UT,Utah,2007,2.5,44,1.30E+10,9.10E+10,2.70E+06,242,5213,2007,2006,Utah,0,0,0,0,0.666667,1,0.5,0.5,0,0,0,0,0,0.275862,0.724138,0.266667,0.733333,0,1,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,1,-1,0,0,2007,Utah,7.00E+06,8.97,100000,4,6.10E+09,1,1,1,2008,Utah,10,-65.5,0,0,0,0,0,0,1,0,0,2008,2007,Utah,44,0,0,0,0,0,2008,7-Jun,UT,Utah,0,0,0,0,0,0,0,0,0,0,-6.60E+07,0,-1.00E+08,0,0,0,0,0,3.50E+07,6.10E+09,0,0,0,0,0,0,0,0,0,-1.082,0,-1.639,0,0,0,0,0,0.574,44,Utah,2006,0.275862,0.266667,0.4173,-1.082,"Huntsman, Jon Jr.",-0.0827,0,0,1,Utah,44,2007,2007,2007,1,0,"Huntsman, Jon M. Jr.",0,2008,0,1,0,1,0,1,0,1,1,0,1,0,-1.082,0,-1.639,0,0,0,0,0,0.4173,0.5827,0,0.5827,UT,Utah,2007,UT,44,2007,0.742,0.766,-0.788,0.867,0.867,-0.596,0.855,0.855,2007,Utah,1,0,1,,1,1,3,2007,Utah,Utah,2007,"Huntsman, Jon M. Jr.",1,0,-1.082,0
2009,8-Jun,UT,Utah,2008,2.5,44,1.30E+10,8.70E+10,2.70E+06,22,4220,2008,2007,Utah,0,0,0,0,0.666667,1,0.5,0.5,0,0,0,0,0,0.275862,0.724138,0.266667,0.733333,0,1,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,1,-1,0,0,2008,Utah,6.00E+06,7.06,100000,3.85,6.10E+09,1,1,1,2009,Utah,10,23.3,0,0,0,0,0,0,1,0,0,2009,2008,Utah,44,0,0,1,0,0,2009,8-Jun,UT,Utah,0,-2.40E+06,-2.40E+06,0,0,0,0,0,0,0,2.30E+07,0,0,0,0,0,0,0,2.30E+07,6.10E+09,-0.039,-0.039,0,0,0,0,0,0,0,0.377,0,0,0,0,0,0,0,0.377,44,Utah,2007,0.275862,0.266667,0.4173,0.377,"Huntsman, Jon M. Jr.",-0.0827,0,0,1,Utah,44,2008,2007,2007,0,1,"Huntsman, Jon M. Jr.",1,2008,0,1,0,1,0,1,0,1,1,0,1,0,0.377,0,0,0,0,0,0,0,0.4173,0.5827,0,0.5827,UT,Utah,2008,UT,44,2008,0.742,0.766,-0.788,0.867,0.867,-0.596,0.855,0.855,2008,Utah,1,0,1,,1,1,3,2008,Utah,Utah,2008,"Huntsman, Jon M. Jr.",1,0,0.377,0
2010,9-Jun,UT,Utah,2009,2.5,44,1.30E+10,9.00E+10,2.80E+06,22,4193,2009,2008,Utah,0,0,0,0,0.666667,1,0.5,0.5,0,0,0,0,0,0.275862,0.724138,0.293333,0.706667,0,1,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,1,-1,0,0,2009,Utah,-4.00E+06,-4.4,0,0,5.40E+09,1,1,1,2010,Utah,10,73.8,0,0,0,0,0,0,1,0,0,2010,2009,Utah,44,0,0,0,0,0,2010,9-Jun,UT,Utah,0,7.90E+07,0,0,0,0,0,0,0,7.90E+07,7.40E+07,0,0,0,0,0,0,0,7.40E+07,5.40E+09,1.463,0,0,0,0,0,0,0,1.463,1.37,0,0,0,0,0,0,0,1.37,44,Utah,2008,0.275862,0.293333,0.2026,1.37,"Huntsman, Jon M. Jr.",-0.2974,0,0,1,Utah,44,2009,2009,2009,1,0,"Huntsman, Jon M. Jr.",0,2010,0,1,0,1,0,1,0,1,1,0,1,0,1.37,0,0,0,0,0,0,0,0.2026,0.7974,0,0.7974,UT,Utah,2009,UT,44,2009,,,,,,,,,2009,Utah,1,0,1,,1,1,3,2009,Utah,Utah,2009,"Huntsman, Jon M. Jr.",1,0,1.37,0
2011,10-Jun,UT,Utah,2010,2.5,44,1.30E+10,9.60E+10,2.80E+06,-28,4659,2010,2009,Utah,0,0,0,0,0.666667,1,0.5,0.5,0,0,0,0,0,0.275862,0.724138,0.293333,0.706667,0,1,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,1,-1,0,0,2010,Utah,3.00E+06,3.45,100000,3.7,5.10E+09,1,1,1,2011,Utah,10,0,0,0,0,0,0,0,1,0,0,2011,2010,Utah,44,0,0,1,0,0,2011,10-Jun,UT,Utah,0,4.30E+07,0,0,0,4.30E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E+09,0.847,0,0,0,0.847,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Utah,2009,0.275862,0.293333,0.2026,0,"Huntsman, Jon M. Jr.",-0.2974,0,0,,Utah,44,2010,2009,2009,0,1,"Herbert, Gary",1,2010,0,1,,,0,1,0,1,1,0,,,0,0,0,0,0,0,0,0,0.2026,0.7974,0,0.7974,UT,Utah,2010,UT,44,2010,,0.801,,,,-0.701,0.881,0.881,2010,Utah,,,,.,,,,2010,Utah,Utah,2010,"Herbert, Gary",,,0,0
2012,Spring 2011,UT,Utah,2011,2.5,44,1.40E+10,1.00E+11,2.90E+06,60,4859,2011,2010,Utah,0,0,0,0,0.666667,1,,,0,0,0,0,0,0.241379,0.758621,0.226667,0.773333,0,1,0,1,0,1,1,0,0,0,-1,0,,,,,,,,,,60,2011,Utah,6.40E+06,7.07,14784,0.53,5.50E+09,1,1,1,2012,Utah,10,0,0,0,0,0,0,0,1,0,0,2012,2010,Utah,44,0,0,1,0,0,2012,Spring 2011,UT,Utah,6.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Utah,2010,0.241379,0.226667,0.3324,0,"Herbert, Gary",-0.1676,0,0,,Utah,44,2011,2011,2011,1,0,"Herbert, Gary",0,2012,0,1,,,0,1,0,1,1,0,,,0,0,0,0,0,0,0,0,0.3324,0.6676,0,0.6676,UT,Utah,2011,UT,44,2011,0.742,0.855,-0.849,0.882,0.882,-0.801,0.95,0.95,2011,Utah,,,,.,,,,2011,Utah,Utah,2011,"Herbert, Gary",,,0,0
1988,1987,VT,Vermont,1987,2.5,45,1.20E+09,8.90E+09,549763,3,485,1987,1986,Vermont,1,1,1,0,0.666667,0,0.5,0.5,1,0,1,0,0,0.633333,0.366667,0.506667,0.493333,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,49,1987,Vermont,700000,9.59,6201,1.16,5.70E+08,0,0,0,1988,Vermont,9,,0,0,0,0,0,0,0,1,0,1988,1987,Vermont,45,1,1,0,1,0,1988,1987,VT,Vermont,4.90E+07,2.30E+07,2.50E+07,-2.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70E+08,4.035,4.386,-0.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Vermont,1986,0.633333,0.506667,0.5514,0,"Kunin, Madeleine M.",0.0514,1,0.0514,,Vermont,45,1987,1987,1987,1,0,"Kunin, Madeleine M.",0,1988,1,0,,,1,0,1,0,0,1,,,0,0,0,0,0,0,0,0,0.5514,0.4486,0.5514,0,VT,Vermont,1987,,,,,,,,,,,,1987,Vermont,,,,.,,,,1987,Vermont,Vermont,1987,"Kunin, Madeleine M.",,,0,0
1989,Oct. 1988,VT,Vermont,1988,2.5,45,1.20E+09,9.60E+09,557708,74,546,1988,1987,Vermont,1,1,1,0,0.666667,0,0.5,0.5,1,0,1,0,0,0.633333,0.366667,0.506667,0.493333,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,5,1988,Vermont,700000,8.75,9496,1.76,6.20E+08,0,0,0,1989,Vermont,9,0,0,0,0,0,0,0,0,1,0,1989,1988,Vermont,45,1,1,1,1,0,1989,Oct. 1988,VT,Vermont,5.00E+06,-9.00E+06,0,-1.70E+07,0,0,0,0,7.50E+06,0,-6.50E+06,0,-8.50E+06,0,0,1.00E+06,0,1.00E+06,0,6.20E+08,-1.452,0,-2.661,0,0,0,0,1.21,0,-1.048,0,-1.371,0,0,0.161,0,0.161,0,45,Vermont,1987,0.633333,0.506667,0.5514,0,"Kunin, Madeleine M.",0.0514,1,0.0514,,Vermont,45,1988,1987,1987,0,1,"Kunin, Madeleine M.",1,1988,1,0,,,1,0,1,0,0,1,,,0,0,0,0,-1.048,0,-1.371,0,0.5514,0.4486,0.5514,0,VT,Vermont,1988,,,,,,,,,,,,1988,Vermont,,,,.,,,,1988,Vermont,Vermont,1988,"Kunin, Madeleine M.",,,0,-1.048
1990,Mar. 1989,VT,Vermont,1989,2.5,45,1.30E+09,1.00E+10,564798,11,588,1989,1988,Vermont,1,1,1,0,0.666667,0,0.5,0.5,1,0,1,0,0,0.533333,0.466667,0.5,0.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1989,Vermont,900000,10.34,7945,1.45,6.30E+08,0,0,0,1990,Vermont,9,0,0,0,0,0,0,0,0,1,0,1990,1989,Vermont,45,1,1,0,1,0,1990,Mar. 1989,VT,Vermont,0,1.40E+07,4.50E+06,0,0,0,9.50E+06,0,0,0,-1.80E+07,0,-1.80E+07,0,0,0,0,0,0,6.30E+08,2.222,0.714,0,0,0,1.508,0,0,0,-2.857,0,-2.857,0,0,0,0,0,0,45,Vermont,1988,0.533333,0.493333,0.561,0,"Kunin, Madeleine M.",0.061,1,0.061,,Vermont,45,1989,1989,1989,1,0,"Kunin, Madeleine M.",0,1990,1,0,,,1,0,1,0,0,1,,,0,0,0,0,-2.857,0,-2.857,0,0.561,0.439,0.561,0,VT,Vermont,1989,,,,,,,,,,,,1989,Vermont,,,,.,,,,1989,Vermont,Vermont,1989,"Kunin, Madeleine M.",,,0,-2.857
1991,Mar. 1990,VT,Vermont,1990,2.5,45,1.40E+09,1.00E+10,568606,8,577,1990,1989,Vermont,1,1,1,0,0.666667,0,0.5,0.5,1,0,1,0,0,0.533333,0.466667,0.5,0.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-29,1990,Vermont,400000,4.17,7090,1.27,6.70E+08,0,0,0,1991,Vermont,8.67,0,0,0,0,0,0,0,0,1,-0.33,1991,1990,Vermont,45,0.5,1,1,0,0,1991,Mar. 1990,VT,Vermont,-2.90E+07,6.00E+07,0,4.30E+07,0,0,1.00E+07,0,6.80E+06,0,4.50E+07,5.00E+06,1.70E+07,3.30E+06,5.00E+06,0,0,1.40E+07,0,6.70E+08,8.881,0,6.343,0,0,1.522,0,1.015,0,6.716,0.746,2.537,0.493,0.746,0,0,2.09,0,45,Vermont,1989,0.533333,0.493333,0.561,0,"Kunin, Madeleine M.",0.061,0,0,,Vermont,45,1990,1989,1989,0,1,"Kunin, Madeleine M.",1,1990,1,0,,,0,0,1,0,0,0,,,0,0,0,0,6.716,0.746,2.537,0.493,0.561,0.439,0.561,0,VT,Vermont,1990,,,,,,,,,,,,1990,Vermont,,,,.,,,,1990,Vermont,Vermont,1990,"Kunin, Madeleine M.",,,0,6.716
1992,Apr. 1991,VT,Vermont,1991,2.5,45,1.50E+09,1.10E+10,572751,-57,649,1991,1990,Vermont,0.5,1,0,0,0.666667,0,0.5,0.5,0.75,1,0.5,1,0,0.5,0.5,0.486667,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-51,1991,Vermont,0,0,3808,0.67,6.80E+08,1,0,0,1992,Vermont,8.67,78.2,0,0,0,0,0,0,0,0,0,1992,1991,Vermont,45,0.5,1,0,1,0,1992,Apr. 1991,VT,Vermont,-5.10E+07,8.80E+07,2.90E+07,3.70E+07,3.70E+06,600000,0,0,1.70E+07,0,7.80E+07,3.80E+07,3.70E+07,0,2.70E+06,0,0,0,0,6.80E+08,12.912,4.25,5.471,0.544,0.088,0,0,2.559,0,11.471,5.588,5.441,0,0.397,0,0,0,0,45,Vermont,1990,0.5,0.493243,0.4705,11.471,"Kunin, Madeleine M.",-0.0295,1,-0.0295,1.11,Vermont,45,1991,1991,1991,1,0,"Snelling, Richard A. followed by Howard Dean",0,1992,0,1,0,1.11,0,0,1,0,0,0,0,0,11.471,5.588,5.441,0,0,0,0,0,0.4705,0.5295,0,0.5295,VT,Vermont,1991,,,,,,,,,,,,1991,Vermont,1.11,0.63,1,1.67,1,1,3,1991,Vermont,Vermont,1991,"Snelling, Richard A. followed by Howard Dean",1.11,0,11.471,0
1993,Apr. 1992,VT,Vermont,1992,2.5,45,1.70E+09,1.10E+10,577748,-65,662,1992,1991,Vermont,0.5,1,1,0,0.666667,0,0.5,0.5,0.75,1,0.833333,1,0,0.5,0.5,0.486667,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-26,1992,Vermont,1.00E+06,10,4145,0.73,7.70E+08,0,0,0,1993,Vermont,8.67,0,0,0,0,0,0,0,0,0,0,1993,1992,Vermont,45,0,1,1,1,0,1993,Apr. 1992,VT,Vermont,-2.60E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Vermont,1991,0.5,0.493243,0.4705,0,"Snelling, Richard A. followed by Howard Dean",-0.0295,1,-0.0295,0,Vermont,45,1992,1991,1991,0,1,"Dean, Howard",1,1992,1,0,-0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4705,0.5295,0.4705,0,VT,Vermont,1992,,,,,,,,,,,,1992,Vermont,-0.7,0.79,-0.92,0,1,0.916667,0.916667,1992,Vermont,Vermont,1992,"Dean, Howard",0,-0.7,0,0
1994,4/1/93,VT,Vermont,1993,2.5,45,1.70E+09,1.20E+10,583836,-46,682,1993,1992,Vermont,0,1,1,0,0.666667,0,0.5,0.5,0.5,1,0.666667,1,0,0.466667,0.533333,0.58,0.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1993,Vermont,0,0,4997,0.87,7.90E+08,0,0,1,1994,Vermont,8.67,0,0,0,0,0,0,1,0,0,0,1994,1993,Vermont,45,0,1,0,1,0,1994,4/1/93,VT,Vermont,0,-9.00E+06,2.50E+07,-3.00E+07,0,0,0,0,-4.50E+06,0,0,0,0,0,0,0,0,0,0,7.90E+08,-1.139,3.165,-3.734,0,0,0,0,-0.57,0,0,0,0,0,0,0,0,0,0,45,Vermont,1992,0.466667,0.604167,0.7643,0,"Dean, Howard",0.2643,1,0.2643,0,Vermont,45,1993,1993,1993,1,0,"Dean, Howard",0,1994,1,0,-0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7643,0.2357,0.7643,0,VT,Vermont,1993,VT,45,1993,,,,,,,,,1993,Vermont,-0.7,0.79,-0.92,0,1,0.916667,0.916667,1993,Vermont,Vermont,1993,"Dean, Howard",0,-0.7,0,0
1995,Apr. 1994,VT,Vermont,1994,2.5,45,1.80E+09,1.20E+10,589002,0,673,1994,1993,Vermont,0,1,1,0,0.666667,0,0.5,0.5,0.5,1,0.666667,1,0,0.466667,0.533333,0.58,0.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1994,Vermont,1.00E+06,9.09,6088,1.05,8.30E+08,0,0,1,1995,Vermont,8.67,0,0,0,0,0,0,1,0,0,0,1995,1994,Vermont,45,0,1,1,1,0,1995,Apr. 1994,VT,Vermont,0,7.00E+06,0,0,0,0,0,0,7.00E+06,0,-5.40E+07,0,-4.50E+07,0,0,0,0,-8.80E+06,0,8.30E+08,0.843,0,0,0,0,0,0,0.843,0,-6.506,0,-5.422,0,0,0,0,-1.06,0,45,Vermont,1993,0.466667,0.604167,0.7643,0,"Dean, Howard",0.2643,1,0.2643,0,Vermont,45,1994,1993,1993,0,1,"Dean, Howard",1,1994,1,0,-0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,-6.506,0,-5.422,0,0.7643,0.2357,0.7643,0,VT,Vermont,1994,VT,45,1994,,,,,,,,,1994,Vermont,-0.7,0.79,-0.92,0,1,0.916667,0.916667,1994,Vermont,Vermont,1994,"Dean, Howard",0,-0.7,0,-6.506
1996,Apr. 1995,VT,Vermont,1995,2.5,45,1.90E+09,1.30E+10,593701,-15,715,1995,1994,Vermont,0,1,1,0,0.666667,0,0.5,0.5,0.5,1,0.666667,1,0,0.4,0.6,0.573333,0.406667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1995,Vermont,0,0,5166,0.88,8.00E+08,0,0,1,1996,Vermont,8.67,0,0,0,0,0,0,1,0,0,0,1996,1995,Vermont,45,0,1,0,1,0,1996,Apr. 1995,VT,Vermont,0,1.20E+07,0,0,0,1.20E+07,0,0,0,0,1.00E+06,0,0,0,0,0,0,0,1.00E+06,8.00E+08,1.488,0,0,0,1.488,0,0,0,0,0.125,0,0,0,0,0,0,0,0.125,45,Vermont,1994,0.4,0.585034,0.7833,0,"Dean, Howard",0.2833,1,0.2833,0,Vermont,45,1995,1995,1995,1,0,"Dean, Howard",0,1996,1,0,-0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.7833,0.2167,0.7833,0,VT,Vermont,1995,VT,45,1995,-0.44,-0.106,-0.998,0.468,-0.998,-0.863,0.243,0.243,1995,Vermont,-0.7,0.79,-0.92,0,1,0.916667,0.916667,1995,Vermont,Vermont,1995,"Dean, Howard",0,-0.7,0,0.125
1997,Apr. 1996,VT,Vermont,1996,2.5,45,2.00E+09,1.40E+10,597239,0,771,1996,1995,Vermont,0,1,1,0,0.666667,0,0.5,0.5,0.5,1,0.666667,1,0,0.4,0.6,0.573333,0.406667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1996,Vermont,1.00E+06,8.33,4699,0.8,8.40E+08,0,0,1,1997,Vermont,8.67,0,0,0,0,0,0,1,0,0,0,1997,1996,Vermont,45,1,1,1,1,0,1997,Apr. 1996,VT,Vermont,0,1.40E+06,0,0,0,0,0,0,0,1.40E+06,0,0,0,0,0,0,0,0,0,8.40E+08,0.167,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,45,Vermont,1995,0.4,0.585034,0.7833,0,"Dean, Howard",0.2833,1,0.2833,0,Vermont,45,1996,1995,1995,0,1,"Dean, Howard",1,1996,1,0,-0.5,0,1,0,1,0,0,1,0,-0.5,0,0,0,0,0,0,0,0,0.7833,0.2167,0.7833,0,VT,Vermont,1996,VT,45,1996,-0.44,-0.106,-0.998,0.468,-0.998,-0.863,0.243,0.243,1996,Vermont,-0.7,0.79,-0.92,0,1,0.916667,0.916667,1996,Vermont,Vermont,1996,"Dean, Howard",0,-0.7,0,0
1998,Apr. 1997,VT,Vermont,1997,2.5,45,2.10E+09,1.50E+10,600416,0,876,1997,1996,Vermont,1,1,1,0,0.666667,0,0.5,0.5,1,0,1,0,0,0.566667,0.433333,0.593333,0.38,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1997,Vermont,1.00E+06,7.69,3538,0.6,9.00E+08,0,0,0,1998,Vermont,8.67,0,0,0,0,0,0,0,0,1,0,1998,1997,Vermont,45,1,1,0,1,0,1998,Apr. 1997,VT,Vermont,0,5.00E+07,1.60E+07,0,7.00E+06,0,1.10E+07,0,1.60E+07,0,8.60E+07,4.90E+07,0,0,0,2.10E+07,0,1.70E+07,0,9.00E+08,5.544,1.822,0,0.778,0,1.167,0,1.778,0,9.556,5.444,0,0,0,2.333,0,1.889,0,45,Vermont,1996,0.566667,0.609589,0.7585,0,"Dean, Howard",0.2585,1,0.2585,0,Vermont,45,1997,1997,1997,1,0,"Dean, Howard",0,1998,1,0,-0.5,0,1,0,1,0,0,1,0,-0.5,0,0,0,0,9.556,5.444,0,0,0.7585,0.2415,0.7585,0,VT,Vermont,1997,VT,45,1997,-0.46,-0.556,-0.939,0.438,-0.939,-0.988,0.21,-0.988,1997,Vermont,-0.7,0.79,-0.92,0,1,0.916667,0.916667,1997,Vermont,Vermont,1997,"Dean, Howard",0,-0.7,0,9.556
1999,May-98,VT,Vermont,1998,2.5,45,2.20E+09,1.60E+10,604683,0,841,1998,1997,Vermont,1,1,1,0,0.666667,0,0.5,0.5,1,0,1,0,0,0.566667,0.433333,0.593333,0.38,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1998,Vermont,1.00E+06,7.14,3177,0.53,9.60E+08,0,0,0,1999,Vermont,9,0,0,0,0,0,0,0,0,1,0.33,1999,1998,Vermont,45,1,1,1,1,0,1999,May-98,VT,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Vermont,1997,0.566667,0.609589,0.7585,0,"Dean, Howard",0.2585,1,0.2585,0,Vermont,45,1998,1997,1997,0,1,"Dean, Howard",1,1998,1,0,-0.5,0,1,0,1,0,0,1,0,-0.5,0,0,0,0,0,0,0,0,0.7585,0.2415,0.7585,0,VT,Vermont,1998,VT,45,1998,-0.46,-0.556,-0.939,0.438,-0.939,-0.988,0.21,-0.988,1998,Vermont,-0.7,0.79,-0.92,0,1,0.916667,0.916667,1998,Vermont,Vermont,1998,"Dean, Howard",0,-0.7,0,0
2000,Jun-99,VT,Vermont,1999,2.5,45,2.70E+09,1.70E+10,609618,0,886,1999,1998,Vermont,1,1,1,0,0.666667,0,0.5,0.5,1,0,1,0,0,0.566667,0.433333,0.506667,0.446667,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1999,Vermont,1.00E+06,6.67,4267,0.71,1.40E+09,0,0,0,2000,Vermont,9.33,0,0,0,0,0,0,0,0,1,0.33,2000,1999,Vermont,45,1,1,0,1,0,2000,Jun-99,VT,Vermont,0,-3.60E+07,-6.10E+06,-6.70E+06,0,0,0,0,-2.30E+07,0,-3.60E+07,0,-3.60E+07,0,0,0,0,0,0,1.40E+09,-2.543,-0.436,-0.479,0,0,0,0,-1.629,0,-2.571,0,-2.571,0,0,0,0,0,0,45,Vermont,1998,0.566667,0.534722,0.5751,0,"Dean, Howard",0.0751,1,0.0751,0,Vermont,45,1999,1999,1999,1,0,"Dean, Howard",0,2000,1,0,-0.5,0,1,0,1,0,0,1,0,-0.5,0,0,0,0,-2.571,0,-2.571,0,0.5751,0.4249,0.5751,0,VT,Vermont,1999,VT,45,1999,-0.241,-0.609,-0.929,0.417,-0.929,-1.028,0.21,-1.028,1999,Vermont,-0.7,0.79,-0.92,0,1,0.916667,0.916667,1999,Vermont,Vermont,1999,"Dean, Howard",0,-0.7,0,-2.571
